Name,Score,User Score,Genre Keywords,Rating,Publisher
Nancy Drew Legend of the Crystal Skull,79,8.3," Adventure General General Point-and-Click ",E,Her Interactive
Nancy Drew Secret of the Old Clock,80,8.2," Adventure First-Person Point-and-Click Modern Modern ",E,Her Interactive
Nancy Drew The Ransom of the Seven Ships,78,8.6," First-Person Adventure Modern 3D ",E,Her Interactive
Nancy Drew Warnings at Waverly Academy,76,7," First-Person Adventure Modern 3D Modern ",E,Her Interactive
Nano Assault,75,7.7," Action Shooter Shooter Scrolling Scrolling Shoot-'Em-Up Top-Down ",E10+,Majesco Games Majesco
Napoleon Total War,81,7.9," Strategy Real-Time Historic General Historic ",T,Sega
Naruto Clash of Ninja Revolution,74,8," Action Fighting 3D 3D Fighting ",T,D3 Tomy Corporation
Naruto Rise of a Ninja,78,8.6," Action General General ",T,Ubisoft
Naruto Shippuden Ultimate Ninja Storm 2,76,8.2," Action Fighting Fighting 3D 3D ",T,Namco Bandai Games
Naruto Shippuden Ultimate Ninja Storm 3,77,7.9," Action Fighting 3D 3D Fighting ",T,Namco Bandai Games
Naruto Shippuden Ultimate Ninja Storm 3 Full Burst,80,8.1," Action Fighting Fighting 3D 3D ",T,Namco Bandai Games
Naruto Shippuden Ultimate Ninja Storm 4,80,8.6," Action Fighting 3D ",T,Bandai Namco Games
Naruto Shippuden Ultimate Ninja Storm 4  Road to Boruto,77,6.8," Action Fighting 3D ",T,Bandai Namco Games
Naruto The Broken Bond,80,7.8," First-Person Adventure Fantasy Fantasy 3D ",T,Ubisoft
Naruto Ultimate Ninja,75,7.7," Action Fighting 3D ",T,Namco Bandai Games America
Naruto Ultimate Ninja 3,75,8.6," Action Fighting 3D ",T,Namco Bandai Games America
Naruto Ultimate Ninja Storm,75,8.6," Action Fighting 3D 3D Fighting ",T,Namco Bandai Games
NASCAR 06 Total Team Control,78,7.7," Driving Racing Stock Car ",E,EA Sports
NASCAR 2005 Chase for the Cup,86,0," Driving Racing Stock Car ",E,EA Games
NASCAR Dirt to Daytona,84,8.8," Driving Racing Stock Car ",E,Atari
NASCAR Heat,81,8.6," Simulation Driving Racing Stock Car Stock Car Automobile ",E,Hasbro Interactive
NASCAR Heat 2002,78,0," Driving Racing Stock Car ",E,Infogrames
NASCAR Racing 2002 Season,89,5.8," Driving Racing Simulation Stock Car Stock Car Automobile ",E,Sierra Entertainment
NASCAR Racing 2003 Season,89,8.3," Simulation Driving Racing Stock Car Stock Car Automobile ",E,Sierra Entertainment
NASCAR Racing 4,89,8," Driving Racing Simulation Stock Car Stock Car Automobile ",E,Sierra Entertainment
NASCAR SimRacing,85,4.7," Simulation Driving Racing Stock Car Stock Car Automobile ",E,EA Games
NASCAR Thunder 2002,85,8.5," Driving Racing Stock Car ",E,Electronic Arts
NASCAR Thunder 2003,84,8.7," Driving Racing Stock Car ",E,EA Sports
NASCAR Thunder 2004,78,7.5," Simulation Driving Racing Stock Car Stock Car Automobile ",E,EA Games
Natural Selection 2,80,8.4," Action Shooter Shooter First-Person Sci-Fi Sci-Fi Arcade ",NOT PROVIDED,Unknown Worlds Entertainment
NBA 08,75,7.5," Sports Traditional Basketball Sim Sim Team ",E,SCEA
NBA 09 The Inside,79,7.4," Sports Traditional Basketball Sim Sim Team ",E,SCEA
NBA 2K1,93,7," Sports Traditional Basketball Sim ",E,Sega
NBA 2K10,82,7.6," Sports Traditional Basketball Sim Sim Team ",E,2K Sports
NBA 2K11,89,8.1," Sports Traditional Team Basketball Sim Sim ",E,2K Sports
NBA 2K12,90,6.7," Sports Traditional Basketball Sim Sim Team ",E,2K Sports
NBA 2K13,85,7," Sports Traditional Basketball Sim Sim Team ",E,2K Sports
NBA 2K14,84,5," Sports Traditional Team Basketball Sim Sim ",E,2K Sports
NBA 2K15,82,6.3," Sports Traditional Team Basketball Sim ",E,2K Sports
NBA 2K16,87,6.7," Action Sports Basketball General Sim Team ",E10+,Take-Two Interactive 2K Sports
NBA 2K17,90,6," Sports Team Basketball Sim ",E,2K Games
NBA 2K18,81,1.7," Arcade Sports Team Basketball Sim ",E10+,2K Games
NBA 2K2,89,7.8," Sports Traditional Basketball Sim ",E,Sega
NBA 2K3,84,6.3," Sports Traditional Basketball Sim ",E,Sega
NBA 2K6,81,8.6," Sports Traditional Basketball Sim Sim Team ",E,2K Sports
NBA 2K7,80,7.4," Sports Traditional Basketball Sim Sim Team ",E,2K Sports
NBA 2K8,81,7," Sports Traditional Basketball Sim Sim Team ",E,2K Sports
NBA 2K9,84,7.2," Sports Traditional Basketball Sim Sim Team ",E,2K Sports
NBA Ballers,82,8.1," Sports Traditional Basketball Arcade ",E,Midway
NBA Inside Drive 2002,76,8," Sports Traditional Basketball Sim ",E,Microsoft Game Studios
NBA Jam,79,8.5," Sports Traditional Team Basketball Arcade Arcade ",E,EA Sports
NBA Jam On Fire Edition,81,7.2," Sports Traditional Team Basketball Arcade Arcade ",E,Electronic Arts
NBA Live 06,77,7.1," Sports Traditional Basketball Sim ",E,EA Sports
NBA Live 09,77,7.5," Sports Traditional Basketball Sim Sim Team ",E,EA Sports
NBA Live 10,80,7.7," Sports Traditional Team Basketball Sim Sim ",E,EA Sports
NBA Live 2001,78,7.2," Sports Traditional Basketball Sim Sim Team ",E,EA Sports
NBA Live 2002,76,7.5," Sports Traditional Basketball Sim ",E,Electronic Arts
NBA Live 2003,80,8.3," Sports Traditional Basketball Sim Sim Team ",E,Electronic Arts
NBA Live 2004,80,9," Sports Traditional Basketball Sim Sim Team ",E,EA Sports
NBA Live 2005,79,8.5," Sports Traditional Basketball Sim Sim Team ",E,EA Sports
NBA Street,89,8.5," Sports Traditional Basketball Arcade ",E,Electronic Arts
NBA Street Homecourt,80,7.9," Sports Traditional Basketball Arcade Arcade Team ",E,EA Sports Big
NBA Street Showdown,75,8.5," Sports Traditional Basketball Arcade Arcade Team ",E,EA Sports Big
NBA Street V3,89,8.7," Sports Traditional Basketball Arcade ",E,EA Sports Big
NBA Street Vol 2,90,8.6," Sports Traditional Basketball Arcade ",E,Electronic Arts
NCAA Basketball 10,75,0," Sports Traditional Basketball Sim Sim Team ",E,EA Sports
NCAA College Basketball 2K3,82,0," Sports Traditional Basketball Sim ",E,Sega
NCAA College Football 2K2,78,8.2," Sports Traditional Football Sim ",E,Sega
NCAA Football 06,87,8.5," Sports Traditional Football Sim ",E,EA Sports
NCAA Football 07,79,6.9," Sports Traditional Football Sim Sim Team ",E,EA Sports
NCAA Football 08,77,7.9," Sports Traditional Football Sim Sim Team ",E,EA Sports
NCAA Football 09,81,7.3," Sports Traditional Football Sim Sim Team ",E,Electronic Arts
NCAA Football 10,80,6.9," Sports Traditional Football Sim Sim Team ",E,Electronic Arts
NCAA Football 11,86,7.1," Sports Traditional Football Sim Sim Team ",E,Electronic Arts
NCAA Football 12,82,6.6," Sports Traditional Team Football Sim Sim ",E,EA Sports
NCAA Football 13,76,5.5," Sports Traditional Team Football Sim Sim ",E,EA Sports
NCAA Football 14,77,6.2," Sports Traditional Team Football Sim Sim ",E,EA Sports
NCAA Football 2002,90,8.5," Sports Traditional Football Sim ",E,EA Sports
NCAA Football 2003,90,7.9," Sports Traditional Football Sim ",E,EA Sports
NCAA Football 2004,89,8.1," Sports Traditional Football Sim ",E,EA Sports
NCAA Football 2005,89,7.8," Sports Traditional Football Sim ",E,EA Sports
NCAA March Madness 06,76,7.2," Sports Traditional Basketball Sim ",E,EA Sports
NCAA March Madness 2004,82,8.8," Sports Traditional Basketball Sim ",E,Electronic Arts
NCAA March Madness 2005,78,8.3," Sports Traditional Basketball Sim ",E,EA Sports
Need for Speed Carbon,78,7.2," Simulation Driving Racing GT / Street GT / Street Automobile ",E10+,EA Games
Need for Speed High Stakes,86,8.7," Driving Racing Arcade ",E,Electronic Arts
Need for Speed Hot Pursuit,89,7.2," Driving Racing Arcade Arcade Automobile ",E10+,Electronic Arts
Need for Speed Hot Pursuit 2,89,8.5," Driving Racing Arcade ",E,Electronic Arts
Need for Speed Most Wanted,80,8.7," Driving Racing GT / Street ",T,Electronic Arts
Need for Speed Most Wanted  A Criterion Game,78,4.4," Simulation Driving Racing GT / Street GT / Street Automobile ",E10+,Electronic Arts
Need for Speed Most Wanted U,86,7.6," Simulation Driving Racing GT / Street GT / Street Automobile ",E10+,Electronic Arts
Need for Speed Porsche Unleashed,78,8.6," Driving Racing Arcade ",E,Electronic Arts
Need for Speed ProStreet,74,7.4," Simulation Driving Racing GT / Street GT / Street Automobile ",E,EA Games
Need for Speed Rivals,80,6.3," Driving Racing Simulation GT / Street GT / Street Automobile ",E10+,Electronic Arts
Need for Speed Shift,84,6.9," Simulation Driving Racing GT / Street GT / Street Automobile ",E,EA Games
Need for Speed Underground,77,8.3," Driving Racing GT / Street ",E,Electronic Arts
Need for Speed Underground 2,77,8.6," Driving Racing GT / Street ",E,Electronic Arts
Need for Speed Underground Rivals,74,8.5," Simulation Driving Racing GT / Street GT / Street Automobile ",E,EA Games
Nelly Cootalot The Fowl Fleet,81,7.9," Adventure Point-and-Click ",NOT PROVIDED,Application Systems Heidelberg Software GmbH
NEO Scavenger,77,7.7," Sci-Fi Sci-Fi Strategy Turn-Based General ",NOT PROVIDED,Blue Bottle Games
NeuroVoider,84,7.8," Action Shooter Shoot-'Em-Up Top-Down ",E,Flying Oak Games
Neverwinter,74,7.1," Role-Playing Massively Multiplayer ",T,Perfect World Entertainment
Neverwinter Nights,91,8.2," Role-Playing PC-style RPG PC-style RPG Western-Style ",T,Atari Atari SA
Neverwinter Nights 2,82,6.6," Role-Playing PC-style RPG PC-style RPG Western-Style ",T,Atari Atari SA
Neverwinter Nights 2 Mask of The Betrayer,82,8.5," Role-Playing PC-style RPG PC-style RPG Western-Style ",T,Atari Atari SA
Neverwinter Nights Hordes of the Underdark,84,8.4," Role-Playing PC-style RPG PC-style RPG Western-Style ",T,Atari Atari SA
Neverwinter Nights Shadows of Undrentide,78,7.9," Role-Playing PC-style RPG PC-style RPG Western-Style ",T,Atari Atari SA
New Play Control Donkey Kong Jungle Beat,78,8.6," Action Platformer 2D Platformer 2D ",E10+,Nintendo
New Play Control Pikmin,77,8.7," Strategy Real-Time Fantasy General Fantasy ",E,Nintendo
New Super Luigi U,77,8," Action Platformer 2D Platformer 2D ",E,Nintendo
New Super Mario Bros,89,8.5," Action Platformer 2D Platformer 2D ",E,Nintendo
New Super Mario Bros 2,78,7.2," Action Platformer 2D Platformer 2D ",E,Nintendo
New Super Mario Bros U,84,8.1," Action Platformer 2D Platformer 2D ",E,Nintendo
New Super Mario Bros Wii,87,8.4," Action Platformer 2D Platformer 2D ",E,Nintendo
Nex Machina Death Machine,84,6.5," Action Shooter Shoot-'Em-Up Top-Down ",NOT PROVIDED,Housemarque
Nexus The Jupiter Incident,77,8.9," Strategy Real-Time Sci-Fi Sci-Fi General ",T,HD Interactive
NFL 2K1,97,6.3," Sports Traditional Football Sim ",E,Sega
NFL 2K2,85,7.5," Sports Traditional Football Sim ",E,Sega
NFL 2K3,93,7.4," Sports Traditional Football Sim ",E,Sega
NFL Blitz,78,6.3," Sports Traditional Football Arcade Arcade Team ",E10+,Electronic Arts
NFL Blitz 2000,85,8.1," Sports Traditional Football Arcade ",E,Midway
NFL Blitz 2001,78,8," Sports Traditional Football Arcade ",E,Midway
NFL Blitz 2002,77,0," Sports Traditional Football Arcade ",E,Midway
NFL Fever 2002,79,8.5," Sports Traditional Football Sim ",E,Microsoft Game Studios
NFL Street,80,8.9," Sports Traditional Football Arcade ",E,EA Sports
NFL Street 2,78,6.5," Sports Traditional Football Arcade ",E,EA Sports Big
NHL 06,78,8.4," Sports Traditional Ice Hockey Sim ",E10+,EA Sports
NHL 07,79,5.3," Sports Traditional Ice Hockey Sim Sim Team ",E10+,EA Sports
NHL 08,86,6.9," Sports Traditional Ice Hockey Sim Sim Team ",E10+,Electronic Arts
NHL 09,88,8.4," Sports Traditional Ice Hockey Sim Sim Team ",E10+,Electronic Arts
NHL 10,88,8.4," Sports Traditional Ice Hockey Sim Sim Team ",E10+,EA Sports
NHL 11,88,7.1," Sports Traditional Ice Hockey Sim Sim Team ",E10+,Electronic Arts
NHL 12,86,7.5," Sports Traditional Ice Hockey Sim Sim Team ",E10+,Electronic Arts
NHL 13,84,6.8," Sports Traditional Team Ice Hockey Sim Sim ",E10+,Electronic Arts
NHL 14,80,6," Sports Traditional Ice Hockey Sim Sim Team ",E10+,Electronic Arts
NHL 16,78,5.5," Sports Team Ice Hockey Sim ",E10+,Electronic Arts EA Sports
NHL 17,77,4.1," Sports Team Ice Hockey Sim ",E10+,EA Sports
NHL 18,77,5.3," Sports Team Ice Hockey Sim ",E10+,Electronic Arts
NHL 2001,85,8.2," Sports Traditional Ice Hockey Sim ",E,EA Sports
NHL 2002,89,8.8," Sports Traditional Ice Hockey Sim ",E,EA Sports
NHL 2003,79,8.3," Sports Traditional Ice Hockey Sim ",E,EA Sports
NHL 2004,87,8.1," Sports Traditional Ice Hockey Sim Sim Team ",E,EA Sports
NHL 2005,77,6.2," Sports Traditional Ice Hockey Sim ",E,EA Sports
NHL 2K10,79,6.8," Sports Traditional Ice Hockey Sim Sim Team ",E10+,Take-Two Interactive
NHL 2K2,80,7.8," Sports Traditional Ice Hockey Sim ",E,Sega
NHL 2K3,89,7.8," Sports Traditional Ice Hockey Sim ",E,Sega
NHL 2K6,81,5.8," Sports Traditional Ice Hockey Sim ",E10+,2K Sports
NHL 2K7,78,7.9," Sports Traditional Ice Hockey Sim Sim Team ",E10+,2K Sports
NHL Eastside Hockey Manager,77,6.9," Sports Traditional Ice Hockey Management Sim Team ",E,Sega
NHL Eastside Hockey Manager 2005,82,6.6," Sports Traditional Ice Hockey Management Sim Team ",NOT PROVIDED,Sega
NHL FaceOff 2001,78,0," Sports Traditional Ice Hockey Sim ",E,SCEA
NHL Hitz 2002,78,7.6," Sports Traditional Ice Hockey Arcade ",E,Midway
NHL Hitz 2003,82,8.4," Sports Traditional Ice Hockey Arcade ",E,Midway
NHL Hitz Pro,81,8.8," Sports Traditional Ice Hockey Arcade ",E,Midway
NHL Slapshot,76,8.4," Sports Traditional Team Ice Hockey Sim Sim ",E,EA Sports
Ni no Kuni Wrath of the White Witch,85,8.7," Role-Playing General Console-style RPG Console-style RPG Japanese-Style ",E10+,Namco Bandai Games
Nidhogg,81,6.6," Action Miscellaneous General General ",NOT PROVIDED,Messhof
Nidhogg 2,80,6.1," Action General ",T,Messhof
NieR Automata,84,8.3," Role-Playing Action RPG ",M,Square Enix
NieR Automata  3C3C1D119440927,79,7.4," Role-Playing Action RPG ",M,Square Enix
Night in the Woods,88,7.9," Fantasy Action Adventure General ",NOT PROVIDED,Finji Infinite Fall
NightSky,75,7.6," Action Miscellaneous Action Puzzle Puzzle ",E,Nicalis
Nihilumbra,76,6.7," Action Adventure General Platformer 2D ",E,BEAUTIFUN GAMES SL BeautiFun Games
Nine Hours Nine Persons Nine Doors,82,8.9," First-Person Action Adventure Adventure General Modern Horror 3D Modern Visual Novel ",M,Aksys Games
Ninja FiveO,82,8.2," Action Platformer 2D ",E,Konami
Ninja Gaiden,91,8.8," Action Adventure Fantasy ",M,Tecmo
Ninja Gaiden Black,94,8.7," Action Adventure Fantasy ",M,Tecmo
Ninja Gaiden Dragon Sword,83,7.8," Action Adventure Fantasy General Fantasy ",T,Tecmo
Ninja Gaiden II,81,8," Action Adventure Fantasy General Fantasy ",M,Tecmo
Ninja Gaiden Sigma,88,7.4," Action Adventure Fantasy General Fantasy ",M,Tecmo
Ninja Gaiden Sigma 2,83,7.7," Action Adventure Fantasy General Fantasy ",M,Tecmo
Ninjatown,80,8.3," Strategy General General ",E,SouthPeak Games
Nintendo Land,77,7.9," Miscellaneous Party Party Party / Minigame ",E10+,Nintendo
Nintendogs Chihuahua & Friends,83,8.4," Simulation Miscellaneous Virtual Life Virtual Life Virtual Pet ",E,Nintendo
Nintendogs Dachshund & Friends,83,8.1," Simulation Miscellaneous Virtual Life Virtual Life Virtual Pet ",E,Nintendo
Nintendogs Dalmatian & Friends,83,7.3," Simulation Miscellaneous Virtual Life Virtual Life Virtual Pet ",E,Nintendo
Nintendogs Lab & Friends,83,7.6," Simulation Miscellaneous Virtual Life Virtual Life Virtual Pet ",E,Nintendo
Nioh,88,8.5," Role-Playing Action RPG ",M,Koei Tecmo Games Sony Interactive Entertainment
Nioh Bloodsheds End,85,7," Role-Playing Action RPG ",M,Sony Interactive Entertainment
Nioh Complete Edition,83,5.2," Role-Playing Action RPG ",M,Koei Tecmo Games
Nioh Defiant Honor,79,6.8," Role-Playing Action RPG ",M,Sony Interactive Entertainment
Nioh Dragon of the North,76,7.4," Role-Playing Action RPG ",M,Koei Tecmo Games
No More Heroes,83,8.4," Action Beat-'Em-Up 3D Beat-'Em-Up ",M,Ubisoft
No More Heroes 2 Desperate Struggle,84,8.7," Action Beat-'Em-Up 3D Beat-'Em-Up ",M,Ubisoft
No One Lives Forever 2 A Spy in HARMs Way,91,8.7," Action Shooter First-Person Modern Shooter Modern Arcade ",M,Sierra Entertainment
Nobunagas Ambition Iron Triangle,76,8.1," Strategy Turn-Based Historic ",E10+,Koei
Nobunagas Ambition Sphere of Influence,80,8," Strategy Turn-Based General ",T,Koei Tecmo Games
Noby Noby Boy,75,7.1," Action General General ",E,Bandai Namco Games
Noitu Love Devolution,79,0," Action Beat-'Em-Up 2D ",E10+,MP2 Games
Norn9 Var Commons,75,6.9," Adventure General Visual Novel ",T,Aksys Games
Not a Hero,75,6.7," Action General Platformer Shooter 2D Shoot-'Em-Up Horizontal ",NOT PROVIDED,Devolver Digital
Nuclear Throne,88,7.6," General Action General Shooter Shoot-'Em-Up Top-Down ",NOT PROVIDED,Vlambeer
NyxQuest Kindred Spirits,82,8.7," Action Platformer 2D Platformer 2D ",E,Over the Top Games
Obduction,76,7.8," Adventure 3D First-Person ",NOT PROVIDED,Cyan Worlds
Obliteracers,78,7.7," Racing Arcade Futuristic ",E,Space Dust Studios Varkian Empire
Observer,76,7.5," Adventure 3D First-Person ",M,Aspyr
Obsidian,85,8.3," Adventure General General ",K-A,SegaSoft
Oddworld Abes Exoddus,88,9," Action Platformer 2D ",T,GT Interactive
Oddworld Abes Oddysee,85,9," Action Platformer 2D ",T,GT Interactive
Oddworld Abes Oddysee  New n Tasty,84,7.8," Platformer 2D Action Platformer 2D ",T,Oddworld Inhabitants Limited Run Games
Oddworld Munchs Oddysee,80,8.6," Action Platformer 3D ",T,Microsoft Game Studios
Oddworld Strangers Wrath,88,9," Action Adventure Sci-Fi ",T,EA Games
Oddworld Strangers Wrath HD,83,8.1," Action Adventure Fantasy General Fantasy ",T,Oddworld Inhabitants
Odin Sphere,83,8.6," Role-Playing Action RPG ",T,Atlus Co.
Odin Sphere Leifthrasir,87,8.3," Role-Playing Action RPG ",T,Atlus
Offworld Trading Company,78,7.2," Strategy Real-Time Management General Business / Tycoon ",NOT PROVIDED,Stardock Mohawk Games
Ogre Battle 64,82,9.1," Strategy Turn-Based Fantasy ",T,Atlus Co.
Okami,93,9.3," Action Adventure Fantasy ",T,Capcom
Okami HD,90,9," Action Adventure Fantasy General Fantasy ",T,Capcom
Okamiden,82,8.2," Action Adventure Fantasy General Fantasy ",E10+,Capcom
Old Mans Journey,77,7.1," Adventure General ",NOT PROVIDED,Broken Rules
OlliOlli,78,6.7," Sports Alternative Individual Skateboarding Skate / Skateboard ",E,Devolver Digital
OlliOlli2 Welcome to Olliwood,82,5.6," Sports Individual Skate / Skateboard ",NOT PROVIDED,Devolver Digital
OlliOlli2 XL Edition,83,6," Sports Individual Skate / Skateboard ",T,Team 17
On Rusty Trails,77,6.2," Action Platformer 2D ",NOT PROVIDED,Black Pants Studio
Onimusha 2 Samurais Destiny,84,8.9," Action Adventure Fantasy ",M,Capcom
Onimusha 3 Demon Siege,85,8.6," Action Adventure Fantasy ",M,Capcom
Onimusha Dawn of Dreams,81,8.9," Action Adventure Fantasy ",M,Capcom
Onimusha Warlords,86,8.2," Action Adventure Fantasy ",M,Capcom
Ooga Booga,81,8.6," Action General ",E,Sega
Operation Flashpoint Cold War Crisis,85,8.8," Action Shooter First-Person Tactical Modern Shooter Modern ",M,Codemasters
Operation Flashpoint Dragon Rising,76,6.5," Action Shooter First-Person Tactical Modern Shooter Modern ",M,Codemasters
Operation Flashpoint Resistance,77,8.9," Action Shooter First-Person Tactical Modern Shooter Modern ",M,Codemasters
Orcs Must Die,79,8.1," Action General Strategy Real-Time General Defense ",T,Robot Entertainment
Orcs Must Die 2,83,7.9," Action Strategy General Real-Time General Defense ",T,Robot Entertainment
Order of Battle Pacific,81,5.6," Strategy Turn-Based 4X ",NOT PROVIDED,Slitherine
Order Up,76,8.5," Action General Miscellaneous General General ",E,Zoo Games
